,neuron,mae,mse,rmse,Perror
5262,relu_11_9_28,0.14309113235145335,0.030373047169237524,0.17427864805889884,31.38312674242088
120,relu_4_8_16,0.12549551108465057,0.030379315035664427,0.17429662944435967,17.852859769917995
2188,relu_7_4_5,0.13794662106944144,0.03038004439131549,0.17429872171451943,23.6572759056994
5882,relu_12_5_27,0.15183069078242686,0.030381071327933502,0.1743016675994051,30.175191383478708
12572,relu_21_10_21,0.14490974215781596,0.030389869336897947,0.1743269036520122,29.955097073524847
6551,relu_12_30_21,0.11599563711867195,0.03040938323514427,0.17438286393778568,16.626959741956515
2998,relu_8_7_5,0.14562354657960952,0.030421221949521238,0.17441680523826034,28.260322095353587
7605,relu_14_15_22,0.13161178516304983,0.030424045258986503,0.17442489862111574,19.818964527892927
36,relu_4_5_13,0.144374341258536,0.030425408991507905,0.17442880780280506,24.623527361787676
4467,relu_10_7_16,0.1421754801114973,0.030431771765480457,0.17444704573445907,31.277412929775345
13560,relu_22_20_10,0.15114387391126063,0.03043420379428322,0.17445401627444185,29.093685107523832
5443,relu_11_16_20,0.1497127514890423,0.030434371013230176,0.1744544955374615,26.759532264871094
12511,relu_21_8_14,0.15093077240502742,0.030442231189689743,0.1744770219532926,30.16416950438417
6538,relu_12_30_8,0.12659358620139693,0.030456874144360567,0.17451897932420005,20.416737708073185
3433,relu_8_23_8,0.13083248862609725,0.030464293042544884,0.17454023330609159,18.644071493907344
4890,relu_10_23_7,0.15221831886376702,0.03046827470189156,0.1745516390696219,29.2518500434262
10141,relu_17_28_20,0.12709263233458903,0.03046862690983475,0.17455264795996292,19.087754400197216
873,relu_5_9_13,0.13975109798824695,0.030512207721319212,0.17467743907362282,23.459175019796227
6982,relu_13_19_20,0.14838572998265676,0.030519030109279532,0.17469696651424585,21.069644614875457
13077,relu_21_29_13,0.1517007750085583,0.03051939235502199,0.17469800329431928,30.28379229411936
3200,relu_8_14_18,0.1335086513868561,0.030524819189367496,0.17471353464848535,21.858181642170955
2548,relu_7_17_14,0.14870527698006,0.030528795015765775,0.1747249124073776,30.930890929372858
5433,relu_11_16_10,0.13450782422138274,0.030534434433477593,0.1747410496519853,22.539989830558973
10482,relu_18_14_10,0.14510519696390536,0.030540458316256493,0.17475828540088303,26.315565591669955
9207,relu_16_21_4,0.14893694905843105,0.03054983939788749,0.17478512350279554,31.315688259288724
1810,relu_6_17_5,0.1433330005493713,0.030555221693533932,0.17480051971757388,30.54383363303882
6344,relu_12_22_30,0.1204337088958074,0.03056052414157746,0.17481568620000168,19.12504614142059
994,relu_5_13_26,0.15086778937186565,0.03056467025362391,0.1748275443218943,31.791966542660614
7222,relu_13_28_17,0.15439442811524776,0.03057383541388039,0.17485375436026643,29.514778938463703
12252,relu_20_25_25,0.11609585674092632,0.030576416846029186,0.17486113589368332,18.28264733751341
7056,relu_13_22_13,0.12349180398499873,0.030579695333518613,0.17487051018830652,18.222054399692254
