,neuron,mae,mse,rmse,Perror
6155,relu_12_15_30,0.1095821772328606,0.018201681346184093,0.1349136069719585,20.512958235796013
16532,relu_26_22_12,0.08770465526891769,0.018201767140596452,0.134913924932145,15.46441451021795
2202,relu_7_4_19,0.11424324600304928,0.018201842287531717,0.1349142034314094,20.051455358036975
11965,relu_20_15_8,0.09125615704966605,0.018202734387683293,0.13491750956671003,17.293125447218348
14249,relu_23_18_24,0.10463306201612857,0.018203902496008957,0.13492183846957082,18.510318064365375
17311,relu_27_24_8,0.09441909242583335,0.01820417223079189,0.1349228380623232,16.777096555925052
7942,relu_14_28_8,0.10617989195501712,0.018204800880786524,0.1349251677070906,18.79535335567253
14472,relu_23_27_4,0.08652927030039848,0.018204853344271917,0.1349253621239236,13.865455642060564
6440,relu_12_26_18,0.11736833197986987,0.018205482394826222,0.13492769320946024,16.935015621009352
11362,relu_19_19_26,0.10122655380679191,0.018205643349394514,0.13492828965563342,19.19870646570568
16430,relu_26_18_18,0.09153780585901716,0.01820701998168012,0.13493339090706985,16.99452337866081
7985,relu_14_29_24,0.11639288706695941,0.01820735757965756,0.13493464188138476,20.14936548996385
15910,relu_25_26_11,0.08695151901619413,0.0182081434784541,0.1349375539961137,14.608552102532679
17414,relu_27_27_30,0.11417970700180438,0.01820869764645719,0.1349396074044133,17.639176749711226
5902,relu_12_6_20,0.1104020825114799,0.018209791251631066,0.13494365954586776,21.558821445217447
18778,relu_29_24_17,0.09492508215820697,0.01821013811381092,0.13494494475085356,18.65835530628863
12939,relu_21_24_10,0.08365068260742248,0.018210237841950912,0.13494531426452314,14.860854431483077
14814,relu_24_12_22,0.10462990451766074,0.01821086393539159,0.13494763404888427,19.463122220339546
7458,relu_14_10_10,0.10861251024520305,0.018211346126220107,0.13494942062202456,19.33210264243956
19456,relu_30_22_20,0.0823229391685715,0.018212212248666967,0.13495262964709864,13.063883258670838
13449,relu_22_16_7,0.08598104954341715,0.018212251531036158,0.13495277518834564,14.433558029802132
8594,relu_15_25_12,0.10215939629984916,0.018212644459622243,0.13495423098081158,17.84626188508347
16503,relu_26_21_10,0.09846582684827865,0.01821266275827299,0.13495429877655987,18.105325529931697
3849,relu_9_11_19,0.09125465948296607,0.018212909219206423,0.1349552119008615,16.070732752110068
9899,relu_17_19_21,0.11423627926027682,0.018213268819373768,0.13495654418876385,18.86341163746137
2068,relu_6_26_20,0.1052814251270843,0.01821431585657045,0.13496042329724092,21.62757737972474
1914,relu_6_20_28,0.1081056956759682,0.01821502388171512,0.13496304635608639,15.988977283693126
4595,relu_10_12_9,0.1013965116282877,0.01821530573266259,0.1349640905302688,19.814198772372013
15199,relu_24_26_29,0.10408532185758915,0.018215956065992446,0.13496649979158698,19.76897184345856
4820,relu_10_20_18,0.09126165930343688,0.018217588375705678,0.13497254674823944,16.627284410093242
15976,relu_25_28_23,0.08737053067067926,0.018218797692752635,0.13497702653693566,16.613851194430815
5593,relu_11_22_8,0.1068573603451538,0.018218851160355543,0.13497722459865422,19.416897476848582
11301,relu_19_17_19,0.10058827592050937,0.018218956692958782,0.13497761552553364,19.655897562006803
14319,relu_23_21_13,0.10567172510540393,0.01822064795497596,0.13498388035234415,19.55694796208045
1290,relu_5_24_25,0.0858254275388185,0.018221201079255463,0.13498592918988062,15.862858161406933
2777,relu_7_25_27,0.11166616423046496,0.01822188819471885,0.13498847430324876,18.921537972006796
16595,relu_26_24_21,0.10777849970376399,0.018222208740886574,0.134989661607423,22.33163513366564
15561,relu_25_13_13,0.09885866288545608,0.01822238519500673,0.13499031518967103,19.585288357814807
10086,relu_17_26_19,0.11480901656663325,0.01822241871236094,0.1349904393368691,19.202556612183823
17452,relu_27_29_14,0.09320035252882064,0.018222732119039048,0.13499160017956321,17.194130194110755
2421,relu_7_12_22,0.11139262778963413,0.018225782078595994,0.13500289655631836,21.924300667351183
9106,relu_16_17_11,0.12123217327511218,0.018225888820241593,0.13500329188668547,20.84197503046189
14394,relu_23_24_7,0.10058793846679748,0.018226120329997708,0.13500414930659616,17.337483946205047
9048,relu_16_15_7,0.10218763990318683,0.018226388167911552,0.13500514126473684,17.82184792684429
8249,relu_15_12_18,0.10561044035470393,0.018226536962722723,0.1350056923345187,17.74216532215162
9066,relu_16_15_25,0.10111994190132526,0.018229014357803795,0.13501486717322575,19.11404933078591
12631,relu_21_12_26,0.10334423846668639,0.01822957590688852,0.1350169467396168,20.679389650931093
4780,relu_10_19_5,0.09280625034285606,0.018229881558355667,0.13501807863525414,16.358389391007194
16958,relu_27_11_6,0.09349701602173865,0.018230299006388718,0.1350196245232104,17.28866538934875
576,relu_4_25_13,0.10080053201980033,0.018231272329233994,0.1350232288505722,19.59796525381632
9737,relu_17_13_21,0.11503670675958957,0.018232798552832746,0.13502888043982572,21.73344622869537
4079,relu_9_20_6,0.09182026658369125,0.0182329004375984,0.13502925770957344,14.731066021228344
6215,relu_12_18_9,0.11194750187909511,0.01823314060685468,0.13503014702967142,20.093308490877476
7176,relu_13_26_25,0.11267302079117206,0.018234991425806375,0.13503700021033632,19.490441320248543
12905,relu_21_22_30,0.09393633578134597,0.018235139868599877,0.13503754984669958,18.10874637542125
15241,relu_24_28_17,0.10909059910094646,0.018236358698331814,0.13504206270022617,16.31850622122506
14959,relu_24_18_5,0.09279194522810996,0.018236605760329976,0.1350429774565489,17.37026899323145
14257,relu_23_19_5,0.08313960630608619,0.01823746179726488,0.13504614691750697,13.79098104466939
